project_id,project_type,state,district,land_area_acres,affected_families,villages_affected,legal_disputes,ownership_conflicts,pending_court_cases,documentation_completion_pct,missing_documents,compensation_completion_pct,compensation_pending_cases,average_compensation_delay_days,rehabilitation_completion_pct,resettlement_completion_pct,affected_families_rehabilitated,pending_approvals,approval_delay_days,stakeholder_response_delay_days,current_stage,days_in_current_stage,possession_completion_pct,historical_delay_rate,days_remaining_to_target,previous_stage_delay_days,delay_flag,actual_delay_days
BG-42-000142,Power Transmission,Tamil Nadu,Madurai,22.89,31,5,0,2,1,84.77,0,29.52,13,68,73.55,72.04,21,0,10,74,Award,53,58.72,0.703,62,21,0,0
BG-42-000143,Railway,Uttar Pradesh,Lucknow,40.79,5,6,1,1,1,89.01,4,73.3,1,37,83.59,81.98,4,2,47,0,Possession,53,100.0,0.2063,76,31,1,138
BG-42-000144,Highway,Tamil Nadu,Salem,50.05,167,5,0,1,1,90.31,1,58.71,60,15,43.84,34.79,66,1,20,123,Compensation,87,87.4,0.1387,165,9,0,0
BG-42-000145,Metro,Karnataka,Belagavi,47.05,45,4,0,2,0,69.21,5,50.76,19,67,39.58,40.78,17,2,56,57,Award,70,67.88,0.5727,252,66,0,0
BG-42-000146,Irrigation,Uttar Pradesh,Lucknow,187.69,459,7,2,7,4,70.14,2,15.02,246,54,16.48,21.14,74,5,51,248,Objections,132,21.58,0.4042,197,64,1,397
BG-42-000147,Highway,Madhya Pradesh,Bhopal,186.13,226,5,1,8,1,89.69,3,27.0,103,48,21.92,13.24,47,3,24,260,Objections,103,48.93,0.1988,92,62,1,283
BG-42-000148,Highway,Rajasthan,Jodhpur,502.45,1011,11,0,13,5,100.0,8,74.87,227,39,100.0,87.21,935,1,3,406,Compensation,52,100.0,0.4202,255,92,1,276
BG-42-000149,Railway,Rajasthan,Jaipur,46.48,63,5,1,1,0,62.6,3,33.05,35,87,13.89,17.87,9,0,31,73,Award,80,46.19,0.3696,302,67,1,260
BG-42-000150,Industrial Corridor,Madhya Pradesh,Bhopal,307.34,405,8,0,3,1,65.36,6,0.0,285,76,0.0,0.0,0,1,28,168,Notification,11,0.0,0.5329,287,30,0,0
BG-42-000151,Metro,Rajasthan,Udaipur,305.83,613,7,0,9,2,89.84,4,85.6,77,5,69.32,59.28,404,2,52,370,Rehabilitation & Resettlement,35,100.0,0.6467,122,59,0,0
BG-42-000152,Irrigation,Karnataka,Kalaburagi,71.11,221,5,1,3,2,84.58,2,100.0,0,0,100.0,91.89,219,0,22,171,Possession,40,100.0,0.1211,7,29,0,0
BG-42-000153,Highway,Uttar Pradesh,Varanasi,125.07,74,7,1,1,1,80.66,1,11.1,41,61,7.71,0.0,6,1,46,65,Survey,64,0.0,0.6088,290,51,0,0
BG-42-000154,Railway,Uttar Pradesh,Agra,231.04,218,9,3,2,2,72.45,4,36.61,110,60,19.17,23.04,38,4,86,105,Compensation,98,65.64,0.8379,7,57,1,325
BG-42-000155,Railway,Uttar Pradesh,Varanasi,81.68,169,4,0,2,1,100.0,0,10.49,119,60,8.8,16.04,14,0,19,179,Survey,80,21.07,0.3148,149,39,0,0
BG-42-000156,Railway,Karnataka,Bengaluru Urban,76.78,137,6,1,6,3,85.4,5,71.11,32,16,78.51,84.53,101,3,20,137,Compensation,69,87.68,0.2466,206,65,0,0
BG-42-000157,Metro,Maharashtra,Nagpur,51.84,63,4,0,1,1,77.88,4,71.05,15,22,40.83,31.34,25,3,68,54,Objections,56,74.73,0.2154,296,69,0,0
BG-42-000158,Power Transmission,Tamil Nadu,Chennai,12.96,43,4,0,1,0,93.97,1,85.16,4,19,85.71,95.64,33,0,10,33,Compensation,113,98.92,0.3375,123,81,0,0
BG-42-000159,Railway,Madhya Pradesh,Gwalior,90.59,126,4,0,9,0,76.02,6,69.98,25,42,70.17,57.89,87,3,67,206,Rehabilitation & Resettlement,72,64.59,0.73,89,63,1,196
BG-42-000160,Power Transmission,Gujarat,Surat,48.53,142,6,1,5,1,81.44,3,87.93,14,18,95.1,95.06,129,1,50,108,Rehabilitation & Resettlement,54,100.0,0.5409,120,87,0,0
BG-42-000161,Highway,Telangana,Hyderabad,36.22,76,6,3,2,0,61.84,7,18.93,58,84,28.95,28.44,21,3,69,62,Survey,138,8.62,0.5153,26,56,1,317
BG-42-000162,Industrial Corridor,Karnataka,Mysuru,120.03,248,6,2,6,3,80.39,4,44.24,100,55,46.09,56.22,101,2,35,172,Possession,110,55.91,0.3141,98,75,1,248
BG-42-000163,Railway,Uttar Pradesh,Varanasi,26.81,76,4,0,5,1,67.98,4,0.0,44,69,0.0,2.03,0,3,64,114,Objections,55,0.0,0.4738,250,37,0,0
BG-42-000164,Metro,Rajasthan,Udaipur,163.18,126,8,1,4,1,62.04,3,0.0,108,88,2.74,14.26,3,3,35,103,Notification,87,9.22,0.4345,191,98,1,320
BG-42-000165,Highway,Uttar Pradesh,Varanasi,126.08,240,5,2,4,5,81.99,2,37.42,108,74,58.92,49.96,126,5,88,195,Compensation,114,65.0,0.1515,7,53,1,228
BG-42-000166,Irrigation,Uttar Pradesh,Lucknow,62.17,84,4,0,0,0,81.26,1,48.19,28,55,24.97,29.82,20,1,0,36,Award,79,62.33,0.5852,90,37,1,166
BG-42-000167,Irrigation,Tamil Nadu,Salem,81.4,262,6,1,5,2,72.88,6,89.71,16,6,74.53,81.64,181,3,57,210,Rehabilitation & Resettlement,131,93.93,0.4284,126,44,0,0
BG-42-000168,Power Transmission,Maharashtra,Thane,33.04,68,7,1,0,0,100.0,0,95.29,3,11,99.03,100.0,65,2,55,28,Rehabilitation & Resettlement,140,100.0,0.1732,187,14,0,0
BG-42-000169,Irrigation,Telangana,Warangal,156.06,345,5,0,9,4,67.11,6,22.93,247,81,5.8,0.0,18,3,56,352,Objections,61,22.52,0.3591,311,80,1,312
BG-42-000170,Highway,Madhya Pradesh,Jabalpur,99.47,105,8,1,0,0,63.31,4,100.0,0,16,64.35,60.17,67,2,32,57,Possession,61,100.0,0.5261,144,63,0,0
BG-42-000171,Metro,Maharashtra,Thane,105.58,238,6,0,3,2,90.64,2,60.04,65,24,82.79,85.83,185,1,8,181,Objections,98,69.88,0.4275,272,43,0,0
BG-42-000172,Railway,Uttar Pradesh,Kanpur Nagar,127.93,230,6,0,4,1,95.59,1,100.0,0,0,87.6,91.78,178,1,33,126,Award,85,76.42,0.2506,319,65,0,0
BG-42-000173,Irrigation,Rajasthan,Jaipur,51.22,105,6,0,4,0,94.29,5,5.39,69,36,19.98,10.33,20,2,54,87,Objections,55,22.82,0.3057,364,33,1,197
BG-42-000174,Highway,Telangana,Hyderabad,25.4,59,6,1,2,0,93.05,1,80.23,7,50,80.27,69.19,45,1,0,68,Possession,220,100.0,0.5721,93,26,0,0
BG-42-000175,Highway,Madhya Pradesh,Jabalpur,184.17,201,8,0,5,0,51.4,6,0.0,176,126,0.0,8.18,0,3,40,132,Survey,91,0.0,0.6176,87,49,1,327
BG-42-000176,Industrial Corridor,Uttar Pradesh,Agra,148.56,218,8,0,2,3,98.65,2,35.2,120,70,21.12,27.03,41,3,45,81,Notification,128,27.93,0.1865,190,25,0,0
BG-42-000177,Highway,Gujarat,Vadodara,55.8,81,4,3,0,1,82.89,0,21.91,57,67,41.29,49.57,31,1,27,49,Award,62,67.63,0.2385,142,58,1,239
BG-42-000178,Power Transmission,Madhya Pradesh,Jabalpur,118.78,254,6,1,9,0,78.69,5,91.04,21,11,90.15,100.0,217,1,47,227,Possession,59,100.0,0.4227,94,124,0,0
BG-42-000179,Highway,Telangana,Warangal,234.25,544,6,1,5,0,100.0,1,78.25,102,16,68.83,68.12,348,3,56,347,Possession,113,100.0,0.6809,101,71,0,0
BG-42-000180,Industrial Corridor,Tamil Nadu,Coimbatore,212.93,217,7,2,3,3,88.3,0,65.19,62,37,51.23,36.84,104,1,35,94,Rehabilitation & Resettlement,129,92.91,0.4094,266,42,0,0
BG-42-000181,Irrigation,Telangana,Hyderabad,54.51,146,5,0,5,1,100.0,2,90.8,8,18,88.31,97.96,127,2,25,178,Possession,33,100.0,0.6157,161,32,0,0
BG-42-000182,Industrial Corridor,Uttar Pradesh,Kanpur Nagar,26.02,74,4,6,3,7,85.07,3,36.55,29,94,45.26,42.2,30,7,140,93,Possession,243,95.48,0.4169,65,114,1,566
BG-42-000183,Highway,Maharashtra,Nagpur,29.85,47,6,3,4,4,73.57,5,57.76,13,37,49.36,61.19,23,2,47,85,Award,106,51.58,0.9293,19,61,1,325
BG-42-000184,Highway,Telangana,Karimnagar,66.73,213,8,1,1,0,69.15,3,11.33,110,87,0.0,0.0,0,0,0,127,Objections,69,6.27,0.156,439,33,1,310
BG-42-000185,Highway,Telangana,Karimnagar,275.85,488,8,3,12,8,71.24,8,71.76,87,0,64.15,69.94,298,2,43,300,Rehabilitation & Resettlement,205,72.41,0.7727,364,124,1,349
BG-42-000186,Highway,Tamil Nadu,Salem,47.81,80,4,1,3,0,58.01,7,39.75,30,84,13.26,2.91,10,1,12,101,Compensation,70,51.42,0.2101,242,70,1,189
BG-42-000187,Industrial Corridor,Uttar Pradesh,Lucknow,53.14,39,6,2,0,0,81.88,1,53.7,17,27,56.68,66.65,21,3,56,17,Award,69,46.04,0.2111,169,31,0,0
BG-42-000188,Railway,Tamil Nadu,Salem,52.27,67,6,0,4,0,90.29,0,17.16,48,72,7.71,0.0,5,0,24,94,Survey,32,0.0,0.2731,97,31,0,0
BG-42-000189,Highway,Maharashtra,Pune,55.96,178,5,0,2,1,89.03,1,82.47,18,28,62.99,61.58,112,3,17,158,Rehabilitation & Resettlement,63,100.0,0.4164,125,18,0,0
BG-42-000190,Highway,Madhya Pradesh,Jabalpur,84.86,96,6,0,1,1,94.59,3,51.44,27,48,55.77,52.93,48,1,23,53,Objections,18,63.27,0.0815,54,11,0,0
BG-42-000191,Irrigation,Maharashtra,Thane,30.75,43,5,0,2,3,100.0,1,100.0,0,14,100.0,92.86,41,0,49,37,Possession,92,100.0,0.1507,65,38,0,0
BG-42-000192,Highway,Rajasthan,Udaipur,203.87,263,6,0,5,3,92.54,2,39.06,104,77,36.36,34.28,90,4,64,175,Objections,114,34.73,0.273,196,101,1,279
BG-42-000193,Railway,Maharashtra,Nagpur,76.26,120,4,0,0,1,80.65,3,0.0,109,74,4.81,0.0,5,1,24,116,Survey,29,6.97,0.2335,153,15,1,150
BG-42-000194,Metro,Gujarat,Surat,622.23,838,12,2,11,3,75.94,9,63.69,284,48,62.99,58.65,475,4,99,327,Rehabilitation & Resettlement,99,70.24,0.3497,233,111,0,0
BG-42-000195,Highway,Madhya Pradesh,Jabalpur,33.49,101,4,0,3,0,78.0,3,8.09,77,67,26.22,25.4,26,0,0,91,Survey,11,23.62,0.3105,153,49,0,0
BG-42-000196,Irrigation,Gujarat,Vadodara,305.48,400,9,0,5,2,100.0,3,43.75,152,70,50.08,41.25,188,1,50,205,Survey,82,35.89,0.3625,219,93,0,0
BG-42-000197,Highway,Rajasthan,Kota,260.62,567,8,0,14,2,70.59,11,70.04,150,26,57.47,54.63,299,6,65,341,Compensation,91,100.0,0.2812,399,122,1,335
BG-42-000198,Industrial Corridor,Telangana,Warangal,61.6,131,3,0,3,0,100.0,4,82.87,15,16,93.87,97.6,115,2,38,158,Possession,91,100.0,0.3276,175,21,0,0
BG-42-000199,Industrial Corridor,Madhya Pradesh,Indore,62.42,153,2,2,2,1,65.15,4,0.0,117,91,0.0,0.0,0,2,22,271,Survey,55,0.0,0.4559,372,34,1,310
BG-42-000200,Power Transmission,Telangana,Nizamabad,40.97,94,5,2,2,4,70.75,3,4.24,52,98,0.0,0.0,0,0,0,89,Objections,120,11.73,0.4003,163,63,1,298
BG-42-000201,Industrial Corridor,Karnataka,Bengaluru Urban,41.35,127,4,2,4,2,76.06,4,75.83,23,33,75.8,65.09,89,2,40,150,Rehabilitation & Resettlement,106,94.75,0.6277,14,86,1,253
BG-42-000202,Power Transmission,Rajasthan,Udaipur,85.59,214,5,1,8,0,86.19,1,52.7,67,46,41.63,52.66,86,3,53,227,Possession,178,88.67,0.3921,124,107,1,246
BG-42-000203,Railway,Telangana,Hyderabad,87.06,178,5,1,1,5,60.57,2,33.39,102,56,46.92,48.22,74,2,43,111,Award,49,57.94,0.3384,125,26,0,0
BG-42-000204,Metro,Tamil Nadu,Salem,23.76,50,3,3,0,6,80.17,2,0.0,40,95,10.82,0.0,5,5,113,78,Survey,141,4.36,0.2103,325,31,0,0
BG-42-000205,Industrial Corridor,Gujarat,Ahmedabad,536.36,1192,10,1,21,3,51.88,17,0.0,885,92,0.0,12.71,0,2,3,500,Notification,102,0.0,0.1197,299,174,1,483
BG-42-000206,Industrial Corridor,Maharashtra,Nagpur,69.57,148,6,1,0,0,100.0,0,44.5,67,73,40.82,41.71,57,2,34,100,Survey,171,65.6,0.2739,422,44,0,0
BG-42-000207,Metro,Madhya Pradesh,Indore,90.24,105,5,0,2,0,59.23,4,0.0,71,91,7.17,0.0,7,6,50,83,Survey,233,20.1,0.3452,262,52,1,388
BG-42-000208,Highway,Rajasthan,Kota,51.88,118,5,1,7,1,73.59,6,56.71,30,36,39.62,57.18,44,6,87,111,Compensation,71,49.17,0.4177,245,75,1,235
BG-42-000209,Highway,Gujarat,Surat,69.16,122,6,0,3,3,100.0,4,45.18,47,42,20.97,17.73,25,0,47,128,Survey,21,32.55,0.2768,373,21,0,0
BG-42-000210,Railway,Telangana,Karimnagar,64.31,181,5,3,2,5,88.94,1,46.97,76,91,54.15,39.26,87,2,77,117,Award,119,60.64,0.2645,262,47,1,324
BG-42-000211,Highway,Karnataka,Bengaluru Urban,85.43,32,7,0,0,0,82.27,1,57.98,8,11,73.05,80.96,22,1,0,4,Compensation,76,70.71,0.2133,161,44,0,0
BG-42-000212,Railway,Uttar Pradesh,Agra,84.63,99,6,2,3,1,91.05,2,22.85,57,52,53.89,54.3,50,1,36,103,Compensation,84,56.99,0.9841,345,111,0,0
BG-42-000213,Highway,Telangana,Nizamabad,163.02,273,9,0,5,1,63.98,5,21.27,185,54,36.72,45.63,92,2,22,167,Survey,24,19.48,0.2794,413,92,0,0
BG-42-000214,Industrial Corridor,Karnataka,Kalaburagi,102.7,147,7,1,2,1,82.41,3,74.96,34,41,61.83,60.86,81,7,128,103,Rehabilitation & Resettlement,179,85.45,0.5703,63,99,1,315
BG-42-000215,Industrial Corridor,Telangana,Hyderabad,150.42,133,8,3,5,4,62.5,6,81.9,16,18,99.29,91.66,117,6,113,60,Rehabilitation & Resettlement,149,100.0,0.2785,367,76,0,0
BG-42-000216,Industrial Corridor,Tamil Nadu,Chennai,84.96,223,4,1,8,4,80.19,6,55.67,76,29,60.64,49.07,127,1,5,247,Rehabilitation & Resettlement,60,100.0,0.5234,34,66,1,203
BG-42-000217,Industrial Corridor,Rajasthan,Jodhpur,103.03,161,6,2,4,4,80.77,4,16.76,92,99,0.0,0.0,0,1,40,123,Survey,56,1.31,0.2684,257,55,1,276
BG-42-000218,Highway,Rajasthan,Jodhpur,70.59,22,3,1,4,2,77.85,4,0.0,17,64,2.65,0.0,1,3,55,49,Survey,116,0.0,0.2482,240,55,1,295
BG-42-000219,Highway,Gujarat,Rajkot,191.04,346,9,3,9,3,81.35,3,99.92,0,32,89.52,74.61,302,3,70,194,Possession,115,100.0,0.6331,185,89,0,0
BG-42-000220,Industrial Corridor,Telangana,Karimnagar,110.84,48,5,1,2,1,90.81,0,38.94,17,81,17.29,9.15,8,2,41,75,Award,65,37.86,0.5182,169,47,1,231
BG-42-000221,Power Transmission,Tamil Nadu,Coimbatore,75.46,91,5,1,1,2,87.61,0,50.57,35,63,32.91,29.45,27,1,46,93,Objections,100,30.41,0.4351,291,34,0,0
BG-42-000222,Industrial Corridor,Karnataka,Kalaburagi,73.68,184,4,0,9,2,71.41,8,65.12,44,37,61.53,57.13,111,1,33,221,Award,24,59.4,0.1491,106,170,0,0
BG-42-000223,Industrial Corridor,Uttar Pradesh,Lucknow,78.46,174,5,2,4,5,59.27,7,50.8,62,67,48.09,20.39,75,1,38,158,Compensation,82,90.97,0.5333,7,66,0,0
BG-42-000224,Industrial Corridor,Rajasthan,Kota,87.74,129,5,1,1,0,85.72,0,78.59,21,74,81.97,71.08,96,1,20,75,Possession,75,90.72,0.4776,126,46,0,0
BG-42-000225,Power Transmission,Telangana,Hyderabad,81.85,156,8,0,1,0,98.97,2,22.93,87,67,43.3,39.94,60,0,7,102,Objections,42,28.61,0.507,35,59,0,0
BG-42-000226,Industrial Corridor,Telangana,Nizamabad,54.76,162,6,3,11,4,78.35,4,59.5,40,53,63.7,56.22,98,2,45,177,Possession,144,93.44,0.4487,142,114,1,452
BG-42-000227,Power Transmission,Tamil Nadu,Coimbatore,157.89,233,6,0,4,0,78.37,4,5.35,203,119,0.0,2.12,0,1,5,151,Notification,36,1.28,0.4437,209,36,0,0
BG-42-000228,Highway,Madhya Pradesh,Indore,166.08,443,5,1,3,1,96.57,1,99.28,2,0,96.87,90.17,422,1,6,356,Compensation,63,100.0,0.4923,80,49,0,0
BG-42-000229,Highway,Maharashtra,Nashik,356.77,385,7,2,6,4,81.19,1,40.88,157,58,79.9,76.96,293,2,53,251,Compensation,67,73.28,0.1109,151,62,0,0
BG-42-000230,Railway,Maharashtra,Nashik,52.83,104,3,1,2,2,67.96,2,1.5,74,122,0.0,1.03,0,1,51,102,Survey,76,0.0,0.437,265,50,1,287
BG-42-000231,Metro,Maharashtra,Thane,145.93,297,5,0,9,3,61.26,6,0.0,246,102,0.0,5.72,0,7,99,275,Survey,112,0.0,0.4624,286,78,1,436
BG-42-000232,Power Transmission,Madhya Pradesh,Gwalior,18.59,103,4,0,1,0,83.59,2,40.85,36,30,43.99,42.42,45,1,2,94,Award,40,88.86,0.2738,7,9,1,141
BG-42-000233,Railway,Karnataka,Mysuru,166.21,195,7,1,3,1,87.18,2,100.0,0,12,85.44,69.46,152,3,34,86,Possession,72,100.0,0.3104,21,32,0,0
BG-42-000234,Railway,Rajasthan,Jodhpur,26.7,3,4,1,1,1,82.28,2,56.22,1,58,39.03,48.06,1,2,53,0,Compensation,137,72.64,0.6,256,41,0,0
BG-42-000235,Power Transmission,Telangana,Nizamabad,38.96,49,3,4,1,2,80.62,2,55.73,18,59,93.59,99.52,44,3,60,64,Possession,217,100.0,0.2731,121,85,0,0
BG-42-000236,Highway,Telangana,Nizamabad,111.7,145,6,1,4,0,80.03,5,63.91,29,37,72.4,62.17,101,3,49,140,Rehabilitation & Resettlement,75,91.91,0.4506,261,57,1,218
BG-42-000237,Power Transmission,Madhya Pradesh,Bhopal,52.08,92,3,0,6,2,79.79,3,25.72,58,41,26.42,26.48,24,2,26,185,Award,57,55.01,0.2561,551,40,1,176
BG-42-000238,Highway,Maharashtra,Nagpur,46.68,160,4,1,3,4,59.64,5,35.18,72,74,45.4,35.89,70,4,38,205,Rehabilitation & Resettlement,89,82.62,0.3322,219,46,1,291
BG-42-000239,Railway,Uttar Pradesh,Agra,58.1,108,6,0,5,2,75.11,8,0.0,93,123,0.0,0.0,0,2,41,114,Notification,39,0.0,0.5763,333,53,1,233
BG-42-000240,Railway,Rajasthan,Udaipur,153.5,306,6,0,4,3,67.22,5,0.0,181,92,0.0,3.62,0,3,35,203,Survey,38,0.0,0.7929,308,54,1,280
BG-42-000241,Railway,Gujarat,Vadodara,40.6,69,5,0,5,0,100.0,3,87.12,6,33,100.0,99.53,64,3,17,106,Rehabilitation & Resettlement,36,100.0,0.5853,43,61,0,0
BG-42-000242,Highway,Rajasthan,Jodhpur,82.0,119,3,1,7,4,71.34,4,49.64,44,35,38.51,39.1,43,1,29,206,Rehabilitation & Resettlement,82,100.0,0.3498,209,60,1,193
BG-42-000243,Highway,Rajasthan,Jodhpur,63.25,135,3,0,2,2,74.44,6,52.96,58,24,83.39,84.85,102,2,32,155,Objections,29,54.55,0.1989,211,37,0,0
BG-42-000244,Railway,Tamil Nadu,Madurai,164.99,183,7,0,4,2,94.71,1,65.26,59,19,79.28,88.48,136,0,38,134,Compensation,53,87.91,0.3515,205,35,0,0
BG-42-000245,Railway,Maharashtra,Nashik,168.74,207,8,0,5,2,100.0,2,36.56,95,61,51.77,55.07,101,0,7,139,Compensation,2,50.55,0.3351,128,79,0,0
BG-42-000246,Power Transmission,Uttar Pradesh,Lucknow,19.72,101,3,2,3,3,82.59,0,59.51,31,50,68.11,66.3,65,6,56,179,Rehabilitation & Resettlement,150,84.36,0.439,271,96,1,315
BG-42-000247,Highway,Tamil Nadu,Madurai,197.57,172,10,1,3,4,76.4,2,39.49,75,29,26.97,22.28,46,5,99,80,Compensation,158,40.09,0.5351,112,97,1,299
BG-42-000248,Railway,Rajasthan,Jaipur,52.53,40,3,3,6,2,67.01,6,47.77,14,56,39.25,35.94,14,1,52,100,Award,70,83.07,0.511,100,84,1,271
BG-42-000249,Highway,Telangana,Karimnagar,103.44,234,5,2,5,5,90.23,3,29.06,115,73,37.13,32.48,85,1,21,179,Award,66,53.25,0.5157,76,136,0,0
BG-42-000250,Irrigation,Rajasthan,Jodhpur,40.4,129,5,2,4,2,68.38,6,29.52,80,78,28.3,26.98,34,3,101,92,Award,115,32.57,0.4387,201,48,1,360
BG-42-000251,Power Transmission,Rajasthan,Jodhpur,115.23,202,7,0,2,0,69.63,4,62.07,69,37,56.69,44.18,102,2,24,113,Compensation,102,86.61,0.3921,58,77,1,203
BG-42-000252,Irrigation,Maharashtra,Pune,659.23,628,12,3,10,3,85.7,6,37.23,347,86,57.11,55.29,351,1,67,297,Rehabilitation & Resettlement,167,72.77,0.4786,223,99,0,0
BG-42-000253,Irrigation,Gujarat,Ahmedabad,94.8,84,4,0,0,1,78.14,3,72.6,13,2,66.59,74.55,53,3,47,68,Award,111,89.21,0.3432,178,6,1,166
BG-42-000254,Railway,Uttar Pradesh,Agra,59.27,118,6,1,5,2,89.77,1,30.51,57,99,31.88,30.11,34,3,78,112,Objections,136,32.26,0.4078,285,68,0,0
BG-42-000255,Industrial Corridor,Maharashtra,Nagpur,71.11,154,5,0,3,1,88.65,4,41.45,74,16,35.03,32.6,49,0,0,149,Objections,38,29.47,0.3403,232,33,0,0
BG-42-000256,Railway,Karnataka,Kalaburagi,26.44,85,3,0,1,0,100.0,0,48.64,41,66,58.22,42.5,45,0,4,128,Rehabilitation & Resettlement,21,68.77,0.5503,285,90,0,0
BG-42-000257,Irrigation,Telangana,Karimnagar,272.92,638,9,1,8,0,73.32,5,71.38,103,57,64.17,50.91,407,3,44,302,Rehabilitation & Resettlement,109,64.41,0.4094,142,99,1,285
BG-42-000258,Railway,Madhya Pradesh,Bhopal,109.98,238,6,1,5,1,83.97,2,0.0,134,72,0.0,0.0,0,3,29,187,Survey,58,9.38,0.2807,167,66,0,0
BG-42-000259,Railway,Rajasthan,Jodhpur,37.0,61,4,1,1,3,88.47,2,11.59,33,115,0.0,0.0,0,0,0,58,Notification,47,1.75,0.5136,248,63,0,0
BG-42-000260,Irrigation,Madhya Pradesh,Gwalior,37.98,121,4,2,1,1,72.44,3,68.68,35,38,70.96,65.74,85,1,1,92,Compensation,71,83.5,0.4615,265,65,0,0
BG-42-000261,Power Transmission,Karnataka,Mysuru,86.68,147,5,0,6,2,68.01,6,0.0,105,82,16.1,10.01,23,2,46,131,Survey,123,12.29,0.451,117,73,1,262
BG-42-000262,Irrigation,Tamil Nadu,Madurai,180.48,292,6,2,5,1,68.11,2,33.2,134,85,56.64,54.99,157,9,147,225,Rehabilitation & Resettlement,149,89.51,0.6763,217,49,1,325
BG-42-000263,Highway,Madhya Pradesh,Jabalpur,34.1,3,4,0,1,1,94.89,2,36.97,1,58,33.1,40.31,1,2,52,35,Objections,46,45.49,0.6275,284,19,0,0
BG-42-000264,Highway,Karnataka,Belagavi,208.66,408,8,3,4,3,61.66,6,0.0,243,92,0.0,3.04,0,5,79,178,Survey,121,0.0,0.2591,240,72,1,367
BG-42-000265,Railway,Gujarat,Rajkot,79.57,154,3,0,3,1,80.21,2,100.0,0,0,75.76,86.92,103,1,0,210,Possession,116,100.0,0.2599,41,32,0,0
BG-42-000266,Railway,Karnataka,Kalaburagi,40.68,176,5,0,2,0,75.8,4,16.45,109,76,23.53,8.58,38,1,0,164,Survey,96,21.03,0.3116,270,17,0,0
BG-42-000267,Metro,Tamil Nadu,Madurai,58.9,91,5,0,1,0,96.97,1,14.68,58,63,36.14,35.9,32,1,27,91,Objections,36,24.29,0.7611,336,22,0,0
BG-42-000268,Railway,Uttar Pradesh,Varanasi,346.83,238,8,1,2,3,85.72,0,3.65,200,97,6.51,2.23,15,1,18,107,Survey,72,16.98,0.2143,168,93,0,0
BG-42-000269,Power Transmission,Tamil Nadu,Coimbatore,28.2,57,6,0,2,1,78.71,3,6.8,33,71,28.0,31.0,15,1,0,60,Survey,97,12.82,0.4355,324,22,0,0
BG-42-000270,Highway,Telangana,Hyderabad,47.68,138,5,1,5,1,73.29,1,0.0,91,82,0.06,0.0,0,3,78,144,Notification,104,0.0,0.2649,404,71,1,342
BG-42-000271,Industrial Corridor,Madhya Pradesh,Jabalpur,183.47,282,6,1,5,1,66.88,6,0.0,189,82,0.0,0.0,0,5,61,189,Notification,133,18.29,0.5414,331,94,1,389
BG-42-000272,Power Transmission,Rajasthan,Jaipur,101.82,244,8,1,7,4,100.0,2,11.05,143,46,7.07,1.25,16,0,41,196,Survey,94,40.44,0.4896,295,85,0,0
BG-42-000273,Industrial Corridor,Rajasthan,Kota,45.47,51,6,3,1,1,90.8,0,0.0,35,95,0.0,1.35,0,3,54,53,Notification,84,0.0,0.2584,389,46,0,0
BG-42-000274,Railway,Maharashtra,Nashik,185.27,413,6,2,5,1,78.07,0,37.35,221,73,1.58,9.48,6,3,48,321,Compensation,72,37.16,0.5991,171,87,1,320
BG-42-000275,Highway,Karnataka,Kalaburagi,192.45,456,7,0,6,0,84.63,4,43.37,229,80,69.77,51.61,303,3,42,257,Compensation,57,86.8,0.1482,97,60,0,0
BG-42-000276,Highway,Maharashtra,Thane,111.62,290,6,3,6,2,78.03,4,12.98,149,117,28.33,23.08,80,4,75,222,Award,105,40.59,0.339,372,122,1,374
BG-42-000277,Power Transmission,Telangana,Nizamabad,52.46,56,2,0,4,0,82.52,3,44.92,17,49,54.07,65.75,30,1,30,156,Objections,32,50.53,0.2795,385,97,0,0
BG-42-000278,Metro,Karnataka,Belagavi,59.34,142,5,1,6,1,98.85,3,27.39,66,68,26.33,32.21,35,2,45,110,Award,85,27.72,0.6213,201,46,1,192
BG-42-000279,Highway,Tamil Nadu,Coimbatore,107.53,139,7,1,0,0,66.06,3,83.84,20,11,73.77,76.29,93,0,33,76,Possession,183,100.0,0.439,130,74,0,0
BG-42-000280,Irrigation,Telangana,Warangal,29.98,30,5,0,2,2,85.96,3,84.31,3,31,90.2,81.29,27,1,0,5,Rehabilitation & Resettlement,40,100.0,0.4263,350,82,0,0
BG-42-000281,Industrial Corridor,Gujarat,Ahmedabad,247.7,223,8,2,5,3,73.18,4,3.29,189,70,9.57,1.59,21,5,64,107,Notification,122,18.22,0.5359,138,63,1,430
BG-42-000282,Power Transmission,Rajasthan,Jaipur,333.67,574,10,3,10,7,83.15,5,0.0,337,84,0.0,0.0,0,3,81,276,Survey,106,0.0,0.1553,241,111,1,486
BG-42-000283,Metro,Maharashtra,Nagpur,70.9,93,4,1,5,1,88.64,2,44.22,32,28,57.78,54.77,53,2,21,146,Objections,102,32.32,0.614,169,55,0,0
BG-42-000284,Irrigation,Rajasthan,Udaipur,113.85,121,8,0,1,1,82.39,2,50.99,43,42,45.45,34.16,51,1,17,57,Objections,23,62.54,0.1917,273,29,0,0
BG-42-000285,Highway,Rajasthan,Jaipur,221.11,280,7,0,4,0,75.84,4,77.93,49,26,70.72,64.86,189,1,0,155,Compensation,25,61.88,0.4297,125,30,0,0
